Cluster ID,Score,Name,Gender,DOB,Address,Occupation,Bank Acct
28,0.991,David Anderso6n60,M,1990-07-13,"60 Oliver Plunkett St, Swords",Nurse,IE67BOFI901558
29,0.763,Vodafone PLC,,,"526 Seaview, Drogheda",,
29,0.763,Vodafone Ltd,,,"747 Patrick St, Limerick",,
30,0.984,James Garcia365,F,1977-09-05,"603 Oliver Plunkett St, Cork",Director,IE68BOFI967726
30,0.984,James Garcia365,F,1977-09-05,"603 Oliver Plunkett St, Cork",Director,IE68BOFI967726
30,0.977,James Garcia365,F,,"273 New Address Rd, Galway",Director,IE68BOFI967726
31,0.996,Linda Lopez575,M,1952-08-27,"352 Dame St, Dundalk",Admin,IE82BOFI939987
31,0.996,Linda Lopez575,M,1952-08-27,"352 Dame St, Dundalk",,IE82BOFI939987
31,0.996,Linda Lopez575,M,,"352 Dame St, Dundalk",Admin,IE82BOFI939987
32,0.956,Susan Lopez28,M,1978-12-23,"486 Main St, Bray",Student,IE13BOFI905284
32,0.878,Susan Lpez28,M,1978-12-23,"486 Main St, Bray",Student,IE13BOFI905284
32,0.87,Ssuan Lopez28,M,1978-12-23,"181 New Address Rd, Cork",Student,IE13BOFI905284
33,0.989,Lisa Lopez276,F,1964-06-05,"177 Eyre Square, Bray",Technician,
33,0.989,Lisa Lopez276,F,1964-06-05,"177 Eyre Square, Bray",,
33,0.985,isa Lopez276,,1964-06-05,"177 Eyre Square, Bray",Technician,
34,0.992,Jessica Miller156,M,1987-08-12,"781 Seaview, Bray",Engineer,IE39BOFI952019
34,0.992,Jessica Miler156,M,1987-08-12,"781 Seaview, Bray",,IE39BOFI952019
35,0.989,Linda Thomas403,M,1977-08-28,"162 Eyre Square, Dublin",Director,IE91BOFI951638
35,0.989,iLnda Thomas403,M,1977-08-28,"162 Eyre Square, Dublin",,IE91BOFI951638
36,0.97,Michael Moore866,M,1989-07-09,"571 High St, Navan",Manager,IE98BOFI935422
36,0.971,MichaelMoore866,M,1989-07-09,"978 New Address Rd, Drogheda",Manager,IE98BOFI935422
36,0.985,Michael Moore866,M,1989-07-09,"531 New Address Rd, Bray",Manager,IE98BOFI935422
37,0.996,Mary Johnson694,M,1997-02-24,"712 Oak Park, Galway",Farmer,IE39BOFI989059
37,0.996,Mary Johnson694,M,,"712 Oak Park, Galway",Farmer,IE39BOFI989059
38,0.993,Lisa Martin663,M,1972-02-13,"381 Main St, Dublin",Nurse,IE10BOFI956885
38,0.993,Lisa Martin63,M,1972-02-13,"381 Main St, Dublin",Nurse,IE10BOFI956885
39,0.978,Lisa Martinez282,F,1987-03-08,"158 Griffith Ave, Navan",Retiree,IE25BOFI949397
39,0.978,Lisa Martinez282,F,1987-03-08,"666 New Address Rd, Dundalk",Retiree,IE25BOFI949397
40,0.996,Michael Brown105,M,1987-12-16,"442 Church Rd, Cork",Engineer,IE39BOFI902376
40,0.996,Michael Brown105,,1987-12-16,"442 Church Rd, Cork",Engineer,IE39BOFI902376
41,0.981,Michael Taylor950,M,1994-09-22,"932 Patrick St, Bray",Manager,IE78BOFI983090
41,0.981,Michael Taylor950,M,,"974 New Address Rd, Dublin",Manager,IE78BOFI983090
42,0.997,Lisa Rodriguez750,F,1994-01-08,"434 Grafton St, Bray",Nurse,IE88BOFI940840
42,0.997,Lisa Rodriguez750,F,1994-01-08,"434 Grafton St, Bray",,IE88BOFI940840
43,0.997,Joseph Rodriguez750,F,1974-12-03,"241 Oliver Plunkett St, Drogheda",Teacher,IE78BOFI997396
43,0.997,Joseph Rodriguez750,F,1974-12-03,"241 Oliver Plunkett St, Drogheda",Teacher,IE78BOFI997396
44,0.982,Aviva Limited,,,"605 O'Connell St, Galway",,IE43BOFI997085
44,0.982,Aviva Limited,,,"605 O'Connell St, Galway",,IE43BOFI997085
44,0.975,Aviva Limited,,,"835 New Address Rd, Drogheda",,IE43BOFI997085
45,0.995,Jessica Taylor69,F,1988-10-03,"462 Henry St, Bray",Teacher,
45,0.995,Jessica Taylor69,,1988-10-03,"462 Henry St, Bray",Teacher,
46,0.996,Barbara Lopez266,M,1993-09-25,"863 Oliver Plunkett St, Drogheda",Engineer,IE12BOFI957958
46,0.996,Barbara Lopez266,,1993-09-25,"863 Oliver Plunkett St, Drogheda",Engineer,IE12BOFI957958
47,0.645,Lidl Limited,,,"475 Shop St, Bray",,IE39BOFI904621
47,0.574,Spar Limited,,,"837 Henry St, Bray",,IE99BOFI920844
47,0.587,Eir Limited,,,"355 Dame St, Swords",,IE49BOFI998665
48,0.993,Jennifer Johnson667,M,1996-07-20,"925 Eyre Square, Dublin",Technician,IE95BOFI968991
48,0.993,Jennifer Johnson667,M,1996-07-20,"925 Eyre Square, Dublin",Technician,IE95BOFI968991
48,0.99,JenniferJ ohnson667,,1996-07-20,"925 Eyre Square, Dublin",Technician,IE95BOFI968991
49,0.997,Lisa Williams365,F,1992-04-01,"557 Patrick St, Waterford",Retiree,IE97BOFI915821
49,0.997,Lisa Williams365,F,1992-04-01,"557 Patrick St, Waterford",Retiree,IE97BOFI915821
49,0.997,Lisa Williams365,F,1992-04-01,"557 Patrick St, Waterford",,IE97BOFI915821
50,0.997,James Brown52,F,1992-10-21,"790 Griffith Ave, Swords",Accountant,IE32BOFI963169
50,0.997,James Brown52,F,1992-10-21,"790 Griffith Ave, Swords",,IE32BOFI963169
51,0.99,Thomas Martin755,F,1989-05-14,"247 Oliver Plunkett St, Cork",Student,IE85BOFI927733
51,0.99,ThomasM artin755,F,1989-05-14,"247 Oliver Plunkett St, Cork",Student,IE85BOFI927733
52,0.966,Thomas Williams289,M,1955-01-15,"449 Main St, Swords",Admin,IE75BOFI921091
52,0.966,Thomas Wiliams289,M,1955-01-15,"719 New Address Rd, Drogheda",Admin,IE75BOFI921091
53,0.594,Patricia Rodriguez28,M,2003-02-07,"291 O'Connell St, Swords",Driver,IE26BOFI931984
53,0.594,Patricia Rodriguez17,M,2003-07-10,"289 Dame St, Dundalk",Farmer,
54,0.983,Ryanair Ireland,,,"823 Shop St, Waterford",,
54,0.983,Ryanai rIreland,,,"823 Shop St, Waterford",,
55,0.988,Karen Thomas499,M,1974-05-17,"434 Church Rd, Navan",Student,IE55BOFI978352
55,0.988,Karen Thomas499,M,1974-05-17,"434 Church Rd, Navan",Student,IE55BOFI978352
55,0.983,Karen Thomas499,M,1974-05-17,"109 New Address Rd, Limerick",Student,IE55BOFI978352
56,0.983,Susan Anderson513,F,1986-10-22,"407 Patrick St, Waterford",Student,IE11BOFI955331
56,0.983,Susan Anderson513,F,1986-10-22,"414 New Address Rd, Swords",Student,IE11BOFI955331
57,0.995,DCC Ltd,,,"413 Dame St, Navan",,IE63BOFI911213
57,0.995,DCC Ltd,,,"413 Dame St, Navan",,IE63BOFI911213
58,0.741,SuperValu Services,,,"894 Seaview, Limerick",,IE26BOFI963321
58,0.943,SuperValu PLC,,,"475 Seaview, Cork",,
58,0.824,SuperValu PLC,,,"575 Grafton St, Galway",,IE51BOFI954333
58,0.824,SuperValu PLC,,,"575 Grafton St, Galway",,IE51BOFI954333
58,0.882,SuperValu LPC,,,"694 New Address Rd, Limerick",,IE51BOFI954333
59,0.995,Sarah Gonzalez441,M,1972-07-26,"964 Dame St, Drogheda",Farmer,
59,0.995,Sarah Gonzalez441,,1972-07-26,"964 Dame St, Drogheda",Farmer,
60,0.996,Joseph Johnson958,M,1968-08-16,"578 Shop St, Drogheda",Nurse,IE37BOFI902473
60,0.996,Joseph Johnson958,,1968-08-16,"578 Shop St, Drogheda",Nurse,IE37BOFI902473
61,0.99,Richard Miller612,F,2004-02-05,"289 Grafton St, Navan",Teacher,
61,0.991,RichardMiller612,F,2004-02-05,"289 Grafton St, Navan",Teacher,
61,0.991,Richar Miller612,F,2004-02-05,"289 Grafton St, Navan",,
62,0.829,William Martin349,F,1954-05-02,"619 Church Rd, Dundalk",Engineer,
62,0.829,William Martin499,F,1992-06-11,"548 Patrick St, Navan",Engineer,IE21BOFI952706
63,0.668,Glanbia Ireland,,,"235 Eyre Square, Galway",,IE57BOFI922867
63,0.578,Centra Ireland,,,"42 Main St, Galway",,IE26BOFI981898
63,0.722,Centra Ireland,,,"657 Eyre Square, Bray",,IE36BOFI926797
63,0.668,Glanbia Ireland,,,"235 Eyre Square, Galway",,IE57BOFI922867
63,0.722,Centra Ireland,,,"657 Eyre Square, Bray",,IE36BOFI926797
63,0.668,Glnabia Ireland,,,"235 Eyre Square, Galway",,IE57BOFI922867
64,0.991,Mary Anderson258,F,1979-02-05,"426 Shop St, Waterford",Farmer,IE26BOFI921774
64,0.991,ary Anderson258,F,1979-02-05,"426 Shop St, Waterford",,IE26BOFI921774
65,0.951,Robert Thomas822,M,1967-04-03,"439 Griffith Ave, Cork",Builder,IE86BOFI953225
65,0.951,Robert Thomas282,M,1967-04-03,"943 New Address Rd, Cork",Builder,IE86BOFI953225
66,0.949,David Brown94,M,1968-11-28,"360 High St, Swords",IT Consultant,IE52BOFI918356
66,0.949,David Brown94,M,1968-11-28,"360 High St, Swords",IT Consultant,IE52BOFI918356
66,0.928,David Brow9n4,,1968-11-28,"276 New Address Rd, Dundalk",IT Consultant,IE52BOFI918356
67,0.995,Linda Jackson588,F,1962-12-29,"857 Seaview, Waterford",Teacher,
67,0.995,Linda Jackson588,F,,"857 Seaview, Waterford",Teacher,
68,0.981,Thomas Jackson391,F,1971-10-10,"697 Griffith Ave, Waterford",Retiree,IE49BOFI988840
68,0.978,Thomas Jackson391,,1971-10-10,"697 Griffith Ave, Waterford",Retiree,IE49BOFI988840
68,0.971,Thomas Jackson391,F,1971-10-10,"270 New Address Rd, Dublin",Retiree,IE49BOFI988840
69,0.997,Linda Garcia690,F,2005-06-23,"963 Shop St, Dublin",Accountant,IE32BOFI956139
69,0.997,Linda Garcia690,F,2005-06-23,"963 Shop St, Dublin",Accountant,IE32BOFI956139
70,0.993,Joseph Moore945,M,1971-04-17,"727 Seaview, Swords",Civil Servant,IE98BOFI950993
70,0.99,Josph Moore945,M,1971-04-17,"727 Seaview, Swords",Civil Servant,IE98BOFI950993
70,0.991,Joseph Moore945,,,"727 Seaview, Swords",Civil Servant,IE98BOFI950993
71,0.98,Linda Martin571,F,1959-08-10,"373 Griffith Ave, Limerick",Engineer,IE47BOFI982628
71,0.98,Linda Martin571,F,1959-08-10,"513 New Address Rd, Waterford",Engineer,IE47BOFI982628
72,0.996,Michael Martinez4,F,1974-06-01,"4 Seaview, Limerick",Retiree,IE91BOFI934368
72,0.996,Michael Martinez4,,1974-06-01,"4 Seaview, Limerick",,IE91BOFI934368
73,0.979,Patricia Hernandez226,F,1978-07-31,"911 Dame St, Limerick",Doctor,IE74BOFI924079
73,0.979,Patricia Hernandez226,F,1978-07-31,"178 New Address Rd, Drogheda",Doctor,IE74BOFI924079
74,0.945,John Martinez177,M,1979-10-11,"529 Patrick St, Waterford",Student,IE65BOFI970933
74,0.945,John Martienz177,M,1979-10-11,"422 New Address Rd, Cork",Student,IE65BOFI970933
75,0.981,Susan Jones877,M,1985-01-25,"775 High St, Galway",Admin,IE93BOFI929024
75,0.981,Susan Jones877,M,1985-01-25,"677 New Address Rd, Bray",Admin,IE93BOFI929024
76,0.996,William Davis281,M,1999-03-04,"481 High St, Cork",Manager,
76,0.996,William Davis281,M,1999-03-04,"481 High St, Cork",,
77,0.99,John Gonzalez147,F,1963-04-26,"416 Seaview, Drogheda",Nurse,IE90BOFI915884
77,0.99,Joh Gonzalez147,,1963-04-26,"416 Seaview, Drogheda",Nurse,IE90BOFI915884
78,0.991,Patricia Thomas475,M,1972-12-10,"856 Grafton St, Cork",Retiree,IE38BOFI925070
78,0.991,Particia Thomas475,M,1972-12-10,"856 Grafton St, Cork",,IE38BOFI925070
79,0.966,Susan Hernandez531,M,1980-07-06,"967 Eyre Square, Navan",Teacher,IE53BOFI925416
79,0.94,Susan Hernandez51,M,1980-07-06,"967 Eyre Square, Navan",,IE53BOFI925416
79,0.935,uSsan Hernandez531,M,1980-07-06,"374 New Address Rd, Swords",Teacher,IE53BOFI925416
79,0.975,Susan Hernandez531,M,1980-07-06,"366 New Address Rd, Swords",Teacher,IE53BOFI925416
80,0.979,Elizabeth Brown724,M,1954-11-07,"153 Eyre Square, Dundalk",Civil Servant,IE33BOFI952720
80,0.979,Elizabeth Brown724,M,1954-11-07,"275 New Address Rd, Galway",Civil Servant,IE33BOFI952720
81,1.0,Richard Brown650,F,1985-04-10,"609 Church Rd, Cork",Builder,IE69BOFI957262
82,1.0,Sarah Williams559,F,1969-07-13,"392 Henry St, Navan",Accountant,IE27BOFI947900
83,1.0,Karen Anderson379,F,1968-08-03,"756 Grafton St, Limerick",Civil Servant,IE15BOFI907452
84,1.0,Karen Gonzalez5,M,1995-08-14,"231 Oak Park, Dundalk",Director,IE56BOFI913347
85,1.0,John Moore520,M,1996-12-11,"952 Seaview, Dublin",Civil Servant,IE91BOFI954584
86,1.0,Linda Gonzalez630,F,1972-07-08,"324 Eyre Square, Cork",Director,
87,1.0,Karen Davis457,M,1981-09-22,"679 Oak Park, Bray",Retiree,IE36BOFI999318
88,1.0,Mary Rodriguez906,F,1951-09-05,"105 Oak Park, Limerick",Driver,
89,1.0,Patricia Jones526,M,1955-10-24,"232 High St, Cork",Sales,IE15BOFI913798
90,1.0,Three Limited,,,"574 Grafton St, Bray",,IE36BOFI948943
91,1.0,Susan Rodriguez817,F,1997-02-04,"607 Oliver Plunkett St, Swords",Sales,IE10BOFI929500
92,1.0,Richard Moore842,F,1997-01-06,"832 Griffith Ave, Dublin",Engineer,IE36BOFI970871
93,1.0,Elizabeth Davis80,F,1993-08-29,"417 Eyre Square, Drogheda",Technician,IE32BOFI944167
94,1.0,John Anderson478,M,1963-01-26,"797 O'Connell St, Dublin",Farmer,
95,1.0,Patricia Brown502,M,1987-06-21,"458 Eyre Square, Navan",Manager,IE23BOFI915496
96,1.0,Joseph Garcia392,M,1979-04-11,"438 High St, Galway",Engineer,
97,1.0,Linda Wilson490,F,1958-09-05,"276 Oliver Plunkett St, Waterford",IT Consultant,
98,1.0,Barbara Garcia638,M,2004-09-16,"253 Church Rd, Cork",Director,IE45BOFI973919
99,1.0,Patricia Lopez587,F,1994-03-10,"406 Eyre Square, Dublin",Student,IE92BOFI978225
100,1.0,Aldi Ireland,,,"286 Main St, Galway",,
101,1.0,David Martinez352,M,1997-08-30,"943 Griffith Ave, Dublin",IT Consultant,IE74BOFI959670
102,1.0,William Anderson199,F,1958-08-25,"299 Griffith Ave, Dublin",Admin,IE70BOFI932173
103,1.0,Jessica Lopez849,F,1976-04-30,"243 Oak Park, Drogheda",Student,IE49BOFI958413
104,1.0,Thomas Johnson870,F,1972-02-25,"217 Oak Park, Waterford",Civil Servant,IE74BOFI920164
105,1.0,Jessica Garcia885,M,1962-05-08,"310 Church Rd, Dublin",Student,
106,1.0,Karen Wilson602,F,1987-08-10,"932 Church Rd, Swords",Farmer,IE45BOFI910580
107,1.0,Jennifer Rodriguez309,F,1962-01-03,"553 Dame St, Dundalk",Accountant,IE60BOFI980286
108,1.0,Patricia Gonzalez603,M,2001-05-23,"622 Main St, Swords",Technician,IE66BOFI972646
109,1.0,Patricia Moore515,M,1983-09-08,"650 Griffith Ave, Swords",Accountant,IE81BOFI917160
110,1.0,Michael Jackson497,M,1965-05-16,"621 Grafton St, Cork",Nurse,IE37BOFI918660
111,1.0,Elizabeth Wilson240,M,1973-05-23,"546 Henry St, Swords",Driver,IE68BOFI972264
112,1.0,David Rodriguez535,M,1953-07-16,"865 Dame St, Galway",Accountant,
113,1.0,Glanbia Holdings,,,"361 Oliver Plunkett St, Swords",,IE98BOFI953015
114,1.0,Elizabeth Jackson138,M,1958-11-15,"821 Shop St, Galway",Admin,IE32BOFI937378
115,1.0,Jessica Rodriguez230,F,1997-08-19,"254 Shop St, Dundalk",Civil Servant,IE85BOFI954993
116,1.0,Barbara Moore931,M,1963-11-15,"82 Grafton St, Dundalk",Director,IE40BOFI981363
117,1.0,Joseph Williams874,F,1999-09-22,"606 Seaview, Drogheda",Manager,IE95BOFI909806
118,1.0,David Lopez108,F,1965-12-07,"119 Griffith Ave, Dublin",Manager,IE57BOFI924724
119,1.0,Thomas Jones649,M,1963-05-15,"717 Grafton St, Dublin",Retiree,IE87BOFI963428
120,1.0,Robert Anderson879,M,1998-12-22,"46 Henry St, Dublin",Nurse,IE14BOFI994069
121,1.0,Sarah Miller561,M,2004-04-10,"459 Seaview, Dublin",Driver,IE11BOFI951348
122,1.0,Thomas Garcia973,M,1991-11-03,"481 Oak Park, Bray",Director,IE34BOFI991189
123,1.0,Joseph Williams665,F,1965-04-23,"107 Main St, Dublin",Sales,IE21BOFI973676
124,1.0,John Davis460,M,1974-11-20,"729 Oak Park, Drogheda",Director,
125,1.0,Joseph Martinez14,M,1980-01-12,"140 Grafton St, Swords",Sales,
126,1.0,Karen Martinez745,F,1964-11-11,"464 Seaview, Galway",Admin,IE36BOFI950634
127,1.0,Lisa Hernandez218,M,2005-04-27,"899 High St, Navan",Civil Servant,IE96BOFI906097
128,1.0,Jennifer Smith752,F,1982-08-14,"616 Eyre Square, Swords",IT Consultant,IE47BOFI924308
129,1.0,Jessica Wilson903,F,1992-06-24,"870 Church Rd, Waterford",Retiree,IE41BOFI989047
130,1.0,James Miller948,F,1983-05-23,"29 Oak Park, Drogheda",Civil Servant,IE30BOFI925636
131,1.0,Jennifer Moore576,F,1954-08-10,"410 Shop St, Dundalk",Admin,
132,1.0,Jennifer Martin6,F,1961-03-29,"7 Church Rd, Swords",IT Consultant,IE83BOFI946523
133,1.0,Barbara Wilson272,F,1981-02-02,"374 Shop St, Limerick",Sales,IE68BOFI900586
134,1.0,Robert Martin266,F,1990-02-14,"876 Shop St, Swords",Nurse,IE25BOFI992042
135,1.0,Thomas Smith972,F,1980-02-26,"353 Shop St, Cork",IT Consultant,IE83BOFI982408
136,1.0,Patricia Brown869,M,1973-01-02,"114 Henry St, Cork",Nurse,IE83BOFI964996
137,1.0,David Martinez924,M,2002-10-31,"629 High St, Swords",Builder,IE86BOFI903200
138,1.0,Barbara Rodriguez214,M,1980-12-27,"578 Main St, Galway",Farmer,IE71BOFI957845
139,1.0,David Johnson245,F,2004-03-09,"561 Oliver Plunkett St, Dundalk",Technician,IE30BOFI955151
140,1.0,Barbara Jackson790,M,1965-02-03,"736 High St, Waterford",Driver,IE56BOFI988507
141,1.0,Linda Moore87,F,1968-02-27,"489 Seaview, Bray",Sales,IE48BOFI949040
142,1.0,William Hernandez187,F,1956-07-31,"810 Grafton St, Swords",Retiree,IE64BOFI936492
143,1.0,Michael Hernandez722,M,1966-09-30,"226 Oliver Plunkett St, Bray",Director,IE62BOFI936731
144,1.0,Richard Taylor667,F,1973-08-17,"217 Patrick St, Cork",Builder,IE41BOFI947245
145,1.0,Lisa Wilson798,M,1985-01-27,"657 O'Connell St, Bray",Builder,IE14BOFI968176
146,1.0,Patricia Martinez217,M,1955-11-05,"371 Grafton St, Bray",Sales,IE77BOFI936336
147,1.0,Michael Johnson635,M,1999-04-01,"514 Henry St, Navan",Builder,IE42BOFI961309
148,1.0,Jennifer Thomas957,F,1965-10-03,"869 Patrick St, Swords",Nurse,IE94BOFI969876
149,1.0,Mary Johnson520,M,1978-05-31,"493 Grafton St, Limerick",Sales,
150,1.0,Lisa Jackson661,M,1954-12-04,"2 Grafton St, Dublin",Farmer,IE70BOFI946340
151,1.0,Lisa Martinez633,M,1984-12-20,"132 Oak Park, Drogheda",Engineer,IE36BOFI991690
152,1.0,Mary Moore369,F,1966-09-16,"736 Griffith Ave, Swords",Doctor,IE94BOFI970272
153,1.0,Richard Martinez539,M,1996-05-07,"182 Dame St, Navan",Director,IE78BOFI913263
154,1.0,Joseph Martin602,M,1967-05-12,"262 Dame St, Cork",Admin,
155,1.0,David Anderson253,F,1973-09-10,"471 Oak Park, Navan",IT Consultant,IE77BOFI986483
156,1.0,Susan Wilson882,M,2004-01-15,"63 Main St, Bray",IT Consultant,IE10BOFI908446
157,1.0,Richard Lopez371,F,1956-03-04,"916 Grafton St, Limerick",Doctor,IE15BOFI939207
158,1.0,William Jackson622,F,1969-08-20,"188 Eyre Square, Limerick",Nurse,IE10BOFI993590
159,1.0,Joseph Jones613,F,1974-03-13,"750 Henry St, Galway",Accountant,IE14BOFI963838
160,1.0,Sarah Lopez251,F,1984-09-23,"177 Patrick St, Waterford",Driver,
161,1.0,Ryanair Group,,,"586 High St, Waterford",,IE92BOFI969050
162,1.0,Jessica Anderson249,F,1965-09-14,"819 Church Rd, Dundalk",Accountant,
163,1.0,Linda Johnson380,F,2002-08-18,"343 Grafton St, Cork",Nurse,IE74BOFI978385
164,1.0,Susan Thomas767,F,1953-03-28,"993 Main St, Bray",Civil Servant,IE76BOFI929461
165,1.0,Patricia Brown180,M,1963-11-16,"413 Griffith Ave, Swords",Technician,IE65BOFI937867
166,1.0,James Miller200,F,1961-05-05,"343 Grafton St, Bray",Engineer,IE16BOFI988312
167,1.0,Thomas Williams771,M,1967-09-22,"49 Henry St, Drogheda",Farmer,IE80BOFI986071
168,1.0,Sarah Davis542,M,1988-09-13,"866 Henry St, Navan",Director,
169,1.0,Karen Miller208,F,1979-08-19,"800 Dame St, Dundalk",Manager,
170,1.0,William Lopez505,M,1995-06-04,"664 Dame St, Dublin",Driver,IE37BOFI969264
171,1.0,David Jackson929,M,1963-12-19,"620 Shop St, Galway",Civil Servant,IE26BOFI928498
172,1.0,Karen Taylor95,F,1951-12-27,"69 Seaview, Navan",Technician,IE12BOFI905318
173,1.0,Elizabeth Jackson521,M,1963-06-08,"847 Shop St, Dundalk",Farmer,IE59BOFI986414
174,1.0,Mary Gonzalez888,F,1976-03-27,"810 Grafton St, Swords",Engineer,IE28BOFI986281
175,1.0,Joseph Davis495,F,1999-07-04,"136 Grafton St, Bray",IT Consultant,IE62BOFI974293
